image_id,id,caption,image
459328,353388,A woman holding a frisbee as two men look onward on a field.,000000459328.jpg
460812,134984,A bathroom has a white wicker cabinet on the wall.,000000460812.jpg
460812,142856,a bathroom with a sink and a toilet,000000460812.jpg
460812,130730,A bathroom scene with focus on the toilet and the sink,000000460812.jpg
460812,138584,A cabinet in a bathroom has been improperly painted.,000000460812.jpg
460812,140567,Photo taken through open door into a bathroom.,000000460812.jpg
460813,21715,A parking meter in front of a painted metal structure,000000460813.jpg
460813,19507,Expired parking meter with backdrop of artistic graffiti. ,000000460813.jpg
460813,27127,A coin meter and a spray painted silhouette on a wall in the background.,000000460813.jpg
460813,9973,There is a parking meter with a graffiti stenciled in the background.,000000460813.jpg
460813,26680,A parking meter in a sidewalk next to a curb.,000000460813.jpg
460866,822428,A cup that is holding several toothbrushes in it.,000000460866.jpg
460866,479467,A table topped with a cup full of toothbrushes.,000000460866.jpg
460866,486943,Several different toothbrushes sitting in a cup beside toothpaste.,000000460866.jpg
460866,487522,A closeup of a container with a bunch of toothbrushes,000000460866.jpg
460866,486595,A bunch of toothbrushes in a cup on a bathroom sink. ,000000460866.jpg
460910,105691,Bicycle parked at meter outside large building with column.,000000460910.jpg
460910,109813,A bike parked in front of a building with large cement pillars.,000000460910.jpg
460910,99343,Bicycle on parking meter in front of column building with gold tone windows.,000000460910.jpg
460910,91462,A bike parked in front of an architectural building with columns and staircase.,000000460910.jpg
460910,104044,Bicycle parked on the curb attached to a parking meter.,000000460910.jpg
460950,674799,"a tray sitting on a table with a hotdog, drink and spaghettit plate",000000460950.jpg
460950,673032,"A tray holds a hot dog, sports drink and a plate of spaghetti. ",000000460950.jpg
460950,676413,"Lunch including a hotdog with condiments, spaghetti and meatballs and a beverage",000000460950.jpg
460950,676527,"A tray containing a hotdog, sports drink and spaghetti with meat sauce.",000000460950.jpg
460950,676266,A wooden table topped with a tray of food.,000000460950.jpg
462875,187478,A wet polar bear walking along side some water.,000000462875.jpg
462875,231803,A polar bear stands in the water of an enclosure. ,000000462875.jpg
462875,198848,A polar bear walking around in a pond of water.,000000462875.jpg
462875,218402,a close up of a polar bear walking in a body of water,000000462875.jpg
462875,195500,A polar bear walks beside a blue pool surrounded by stones.,000000462875.jpg
462890,553337,A small child is holding a toothbrush while lying down.,000000462890.jpg
462890,548606,A young child holds a tooth brush and smiles. ,000000462890.jpg
462890,547631,A baby laying down and holding a pink tooth brush.,000000462890.jpg
462890,541781,A baby laying on it's back holding a toothbrush.,000000462890.jpg
462890,545648,A baby lays on its back and holds a toothbrush.,000000462890.jpg
462984,147361,A large white polar bear eating a carrot on top or rocks.,000000462984.jpg
462984,196882,A polar bear sitting on some rocks holding a carrot.,000000462984.jpg
462984,821636,A polar bear sitting on a rock and eating a carrot.,000000462984.jpg
462984,192202,White polar bear on a rock holding a carrot.,000000462984.jpg
462984,163633,A polar bear holds a piece of food while sitting on a rock.,000000462984.jpg
464902,300550,a close up of many different tooth brushes wrapped in plastic,000000464902.jpg
464902,301696,Several different toothbrushes still inside of the package.,000000464902.jpg
464902,302491,I am unable to see an image above.,000000464902.jpg
464902,303391,A bunch of tooth brushes sitting next to each other.,000000464902.jpg
464902,310156,Many toothbrushes are in their plastic packages on display.,000000464902.jpg
464965,699414,Man sitting at desk in office with sandwich. ,000000464965.jpg
464965,699081,a man holding a foil wrapped sandwich next to a computer,000000464965.jpg
464965,700461,Man in an office setting eating a large hotdog,000000464965.jpg
464965,700122,a man in a hotel with a hotdog and a laptop,000000464965.jpg
464965,700476,a man that is in a blue shirt with a hotdog,000000464965.jpg
465035,468326,a person in a wedding dress brushing her teeth,000000465035.jpg
465035,461351,A woman in a brides dress brushing her teeth.,000000465035.jpg
465035,461012,Bride brushing her teeth before her wedding ceremony,000000465035.jpg
465035,459503,A couple of people standing in a room.,000000465035.jpg
465035,818584,a lady helping a young  women get dressed,000000465035.jpg
466945,135468,a man walks across a sidewalk overlooking a beach,000000466945.jpg
466945,137166,The man is walking by the big clock. ,000000466945.jpg
466945,135459,A man walks along a wall that overlooks the ocean.,000000466945.jpg
466945,131220,A person walks on a pier along the ocean shore.,000000466945.jpg
466945,129738,A picture of a person walking down the road.,000000466945.jpg
466949,254638,The small yellow bus is parked on the street. ,000000466949.jpg
466949,233200,A small yellow bus on road between two vehicles.,000000466949.jpg
466949,249829,A bus parked between two vehicles on a street.,000000466949.jpg
466949,261691,a short yellow school bus parked between two cars ,000000466949.jpg
466949,263035,An older yellow schoolbus parked between 2 cars,000000466949.jpg
466960,112892,A restaurant table with three plates of pastries laid out.,000000466960.jpg
466960,117182,Several plates of food that are on a table together.,000000466960.jpg
466960,117041,Desserts are shown lined up at a table bar.,000000466960.jpg
466960,118853,A bar table with three plates containing donuts.,000000466960.jpg
466960,112802,Food sits on plates lined up on a counter. ,000000466960.jpg
466964,506837,A group of people shop inside a shopping tent with clothes and umbrellas.,000000466964.jpg
466964,545873,Some umbrellas are all hanging up at a market,000000466964.jpg
466964,506000,A market where umbrellas are hung upside down.,000000466964.jpg
466964,544619,A group of people with several different umbrellas.,000000466964.jpg
466964,544607,a group of people that are under some umbrellas,000000466964.jpg
466965,260066,Two large parrots sitting on branches in natural setting.,000000466965.jpg
466965,259973,A brightly colored bird perched on a branch in front of another bird.,000000466965.jpg
466965,254837,A parrot sitting on a branch looking down.,000000466965.jpg
466965,255557,A parrot perched on a branch in a natural habitat.,000000466965.jpg
466965,262511,A parrot sitting in top of a tree with branches.,000000466965.jpg
466967,193026,A computer mouse next to a laptop. ,000000466967.jpg
466967,198009,A decorated laptop sitting next to a computer mouse.,000000466967.jpg
466967,196836,A mouse sitting next to a laptop  with custom writing on it.,000000466967.jpg
466967,196803,A corded mouse sitting next to the keyboard of a laptop.,000000466967.jpg
466967,189186,A computer keyboard next to a computer mouse.,000000466967.jpg
466971,807457,A man sitting on a motorcycle near the sidewalk.,000000466971.jpg
466971,811411,a man sits on top of a motor cycle ,000000466971.jpg
466971,805114,A man sitting on his motorcycle in the middle of the street,000000466971.jpg
466971,803035,A large man sitting on top if his motorcycle.,000000466971.jpg
466971,812368,A man sitting on a motorcycle with a backpack on the back of it. ,000000466971.jpg
466974,720936,A bathroom with a sink sitting next to another sink.,000000466974.jpg
466974,723765,"A public restroom with tiled walls, sinks and a mirror in it. ",000000466974.jpg
466974,718821,a room with a sink an a decorated wall,000000466974.jpg
466974,723273,A look into a very nice looking rest room with some signs.,000000466974.jpg
466974,717330,a couple of sinks in a public restroom,000000466974.jpg
466981,427914,A man standing next to a car in the snow.,000000466981.jpg
466981,429828,a man doing some work on a small blue car,000000466981.jpg
466981,430488,A  man in a blue coat and gray pants stands near a blue car with a tool in his hand.,000000466981.jpg
466981,432330,A man standing up doing something to his car door. ,000000466981.jpg
466981,430641,A man stands next to a car with a hair dryer.,000000466981.jpg
466985,516584,A person sitting in a car holding a cell phone to their ear.,000000466985.jpg
466985,401495,A man in a car who is on a cell phone.,000000466985.jpg
466985,524582,A person holding a phone up to their head while sitting in a car.,000000466985.jpg
466985,518225,"The inside of a car with a senior adult from behind in passenger seat holding a cell phone to ear and car visor down, with view of street, trees and houses out the windows.",000000466985.jpg
466985,514334,"A person in the passenger seat of a car, talking on a cell phone.",000000466985.jpg
466987,204999,A boat is out on a large body of water.,000000466987.jpg
466987,207342,one blue boat is going across some water on a sunny day,000000466987.jpg
466987,194643,A boat floating out onto a large body of water.,000000466987.jpg
466987,208416,Lone boat moving on large body of water,000000466987.jpg
466987,208356,A small boat is floating in the middle of a large body of water.,000000466987.jpg
466988,538212,A black cat has a party hat on it's head.,000000466988.jpg
466988,538362,A black cat wearing a green party hat.,000000466988.jpg
466988,538653,"A cat wearing a party hat, but not very amused.",000000466988.jpg
466988,533820,A black cat laying on top of the arm of a red chair.,000000466988.jpg
466988,536856,a black cat is resting on a couch ,000000466988.jpg
466992,789824,Several street signs including traffic signs and parking directions.,000000466992.jpg
466992,782774,Three signs give directions on a public street.,000000466992.jpg
466992,776783,Two traffic signs and a parking sign located on metal poles.,000000466992.jpg
466992,790994,Street signs giving instruction to drivers on several rules.,000000466992.jpg
466992,784427,A red stop sign sitting on the side of a road.,000000466992.jpg
467000,290597,An older man standing and watching pedestrians on a sidewalk,000000467000.jpg
467000,289550,a rainy day with people on the road with umbrellas and a person with a cycle waiting in the shade. ,000000467000.jpg
467000,293867,A gentleman waiting out the rain with a bicycle. ,000000467000.jpg
467000,295778,A man in plaid shirt standing by a bicycle next to street.,000000467000.jpg
467000,293960,MAN WITH AN UMBRELLA AND A BICYCLE GETTING OUT OF THE RAIN,000000467000.jpg
467022,257031,A set of coffee mugs sitting together on a small wooden table near a bedside.,000000467022.jpg
467022,267519,A wooden coffee table topped with a laptop computer.,000000467022.jpg
467022,269565,Two coffee cups and a laptop on a table near the bed.,000000467022.jpg
467022,260553,Two mugs with tea bags in them near a laptop computer.,000000467022.jpg
467022,258786,Two mugs with teabags sit next to a poster and a striped bag.,000000467022.jpg
467027,282639,"A man with the number ""120"" on his shirt is riding his horse. ",000000467027.jpg
467027,282105,There is a male horse jockey riding a horse,000000467027.jpg
467027,281967,A polo player riding his hot and sweating horse,000000467027.jpg
467027,287544,A man is riding a horse in a grassy field.,000000467027.jpg
467027,285033,A man riding a horse in a open field.,000000467027.jpg
467031,322076,A train on a track pulling into a station dock.,000000467031.jpg
467031,323120,Passenger train stopped at a station with no people on it.,000000467031.jpg
467031,323726,A yellow and green train passes through a rural area,000000467031.jpg
467031,323453,The front of a commuter train parked by a platform.,000000467031.jpg
467031,323783,A yellow and green train going down a track near a platform.,000000467031.jpg
467032,629463,The man in the cowboy hat is in a boat in the water. ,000000467032.jpg
467032,630042,A man sitting in a boat on very still water.,000000467032.jpg
467032,631434,a person in a boat with a hat water and a hill,000000467032.jpg
467032,625257,a man on a boat sailing on the ocean,000000467032.jpg
467032,627075,a man in a boat on foggy water,000000467032.jpg
467037,164303,A type of curry on a plate surrounded by fruit.,000000467037.jpg
467037,160553,A plate of food that is on a table.,000000467037.jpg
467037,159329,Plate of food with two bananas and an apple on the side.,000000467037.jpg
467037,163904,"A serving of food on a plate surrounded by bananas, an apple, and curry.",000000467037.jpg
467037,165464,"A small blob of food on a white plate
",000000467037.jpg
467038,64828,"People walking, people riding skateboards on the sidewalk, cars, buildings and lamp poles in the city at night.",000000467038.jpg
467038,71911,A metropolitan city street bustling with people at dusk.,000000467038.jpg
467038,65017,a person skating on a skateboard on a sidewalk at night.,000000467038.jpg
467038,64645,A group of people riding skateboards at night on a sidewalk.,000000467038.jpg
467038,72661,Dark night time skateboarder night riding session. ,000000467038.jpg
467062,119028,two parking meters with the time expired flag up,000000467062.jpg
467062,124170,two parking meters with time expired signs and a building,000000467062.jpg
467062,120405,A close up of two time expired parking meters,000000467062.jpg
467062,124836,an artisitic shot of two expired parking meteres,000000467062.jpg
467062,116667,A picture of two expire time meters on the street,000000467062.jpg
467063,506880,A motion shot of person riding on a horse closely chasing a cow in a dirt arena.,000000467063.jpg
467063,503055,a man on a horse attempts to lasso a baby cow,000000467063.jpg
467063,502932,A person riding a horse nest to a cow.,000000467063.jpg
467063,506163,A cowboy on a horse chasing a steer at a rodeo.,000000467063.jpg
467063,505683,A rodeo arena with a person on a horse chasing after a small cattle.,000000467063.jpg
467067,186016,Man in striped shirt and jeans playing a game with a Nintendo Wii controller.,000000467067.jpg
467067,149671,A man holding a Nintendo Wii controller in front of a couch.,000000467067.jpg
467067,210505,a man standing in front of a couch and holding a wiimote,000000467067.jpg
467067,188137,A man is using a video game remote controller.,000000467067.jpg
467067,218476,A man with a brown sweater is playing a WII game.,000000467067.jpg
467068,370532,A man on a surfboard amongst some fierce waves.,000000467068.jpg
467068,373022,A surfer in a black wet suit surfing on some choppy waves.,000000467068.jpg
467068,375413,A person in a wet suite surfing in rough waters.,000000467068.jpg
467068,375194,A surfer standing on a surf board in rough waves. ,000000467068.jpg
467068,375797,A person in wetsuit riding wave on white surfboard.,000000467068.jpg
467076,448091,A street lined with lots of colorful buildings under a cloudy sky.,000000467076.jpg
467076,448388,Cars are parked on the side of a street with arrows painted on it.,000000467076.jpg
467076,452078,A right turn arrow is painted on a street.,000000467076.jpg
467076,452942,A direction arrow painted on a road with buildings in the background.,000000467076.jpg
467076,446660,ARROW PAINTED ON STREET AND COLORFUL BUILDINGS IN BACKGROUND,000000467076.jpg
467081,16436,A person holding a remote while pressing a button.,000000467081.jpg
467081,11879,A hand poised on a television remote. ,000000467081.jpg
467081,11804,Pushing the number one button on a remote.,000000467081.jpg
467081,14369,A person uses a television's remote control to change the channel.,000000467081.jpg
467081,17057,a person holding a television remote pressing the number one button,000000467081.jpg
467082,755743,Two flowers sit in a folded up piece of paper on a table.,000000467082.jpg
467082,758822,Four pink carnations set in a paper vase.,000000467082.jpg
467082,754024,two little flowers sitting in a paper vase ,000000467082.jpg
467082,758412,Two flowers in a food container with napkins wrapped around it.,000000467082.jpg
467082,758223,Two flowers sticking out of the side of a small bowl. ,000000467082.jpg
467089,391125,"A well lit hotel room with a bed, TV, and two chairs.",000000467089.jpg
467089,387258,"A bed with lamps, nightstands, chairs and a television.",000000467089.jpg
467089,388917,A hotel room is neatly made and displaying a tray on the bed.,000000467089.jpg
467089,388725,"A bedroom with one bed, a small television on a set of drawers and two chairs and a small table.",000000467089.jpg
467089,388188,A hotel room has the lights on at night. ,000000467089.jpg
467091,595928,A white and blue bus driving down a city street.,000000467091.jpg
467091,587498,An empty bus is parked on a street. ,000000467091.jpg
467091,586802,"A blue, yellow and silver bus on street next to a building.",000000467091.jpg
467091,589304,A bus is driving through a busy commercial area.,000000467091.jpg
467091,586220,A large passenger bus parked on a city street. ,000000467091.jpg
467092,558913,There is a red bus near a crane.,000000467092.jpg
467092,563122,The city bus is traveling down the road.,000000467092.jpg
467092,554017,A bus riding pass a tower with a crane attached to it. ,000000467092.jpg
467092,559426,A large red and white bus on a road.,000000467092.jpg
467092,561874,A bus underneath a large crane at a factory,000000467092.jpg
467096,266046,Three various sized stuffed bears sitting at a table with bowls of porridge.,000000467096.jpg
467096,225534,A wooden table with teddy bears sitting around it.,000000467096.jpg
467096,268572,A table with two stuffed bears sitting in chairs.,000000467096.jpg
467096,255723,Three teddy bears are seated down with three bowls of porridge. ,000000467096.jpg
467096,266160,a table with two stuffed teddy bears sitting,000000467096.jpg
467097,263441,A fighter jet flying through a blue sky.,000000467097.jpg
467097,269618,A fighter jet flying through the sky producing contrails.,000000467097.jpg
467097,270422,A military plane is flying upward in the sky.,000000467097.jpg
467097,275768,A fighter jet flying upward through the air,000000467097.jpg
467097,270236,An aeroplane soaring high up in the sky.,000000467097.jpg
467107,338075,A man in a tie shaking a woman by the hand.,000000467107.jpg
467107,341288,A woman is smiling while speaking and shaking hands with a man in a board room.,000000467107.jpg
467107,347768,a thin man shaking hands with a thin lady in a red and turquoise suit,000000467107.jpg
467107,349229,A man shaking a woman's hand next to other people.,000000467107.jpg
467107,341780,a close up of two people shaking hands,000000467107.jpg
467109,640399,A bunch of donuts that appear to be in a bakery.,000000467109.jpg
467109,641869,A bakery presents some doughnuts on their shelf. ,000000467109.jpg
467109,634327,Person pointing to the tray of donuts behind the display window,000000467109.jpg
467109,635053,A selection of different flavored doughnuts on a tray.,000000467109.jpg
467109,639958,A tray filled with lots of different types of donuts.,000000467109.jpg
467112,313822,a zebra laying on the ground between a sidewalk and some trees,000000467112.jpg
467112,316495,Wildebeasts and Zebras as in an animal safari.,000000467112.jpg
467112,314251,a zebra and some oxen in a park setting,000000467112.jpg
467112,316732,Several animals with large horns eat while a zebra drinks from a pond near a tree.,000000467112.jpg
467112,317557,A zebra standing next to a  group of three trees.,000000467112.jpg
467113,261502,A person walking while holding a lot of bananas.,000000467113.jpg
467113,267793,a person carrying a large bunch of bananas ,000000467113.jpg
467113,232708,A woman carrying a bunch of green bananas over her head.,000000467113.jpg
467113,259219,A man is overtaken by a cluster of bananas.,000000467113.jpg
467113,266830,"The man is carrying bunches of bananas. 
",000000467113.jpg
467126,260111,There are some signs in arabic on the street corner.,000000467126.jpg
467126,262550,A couple of street signs sitting next to a street.,000000467126.jpg
467126,256202,An intersection with cars and three traffic signs. ,000000467126.jpg
467126,256907,Street signs are posted along a busy street.,000000467126.jpg
467126,265376,Two stop signs are posted at an intersection.,000000467126.jpg
467130,462281,A couple of women that are standing on the sidewalk.,000000467130.jpg
467130,459557,A couple of people walking and a person on a bench.,000000467130.jpg
467130,459131,there are people sitting on benches as two woman walk by,000000467130.jpg
467130,464654,A city sidewalk with people walking and sitting on benches.,000000467130.jpg
467130,459899,Two women walk past another woman sitting on a bench.,000000467130.jpg
467131,222456,Two adult giraffes and a baby in an enclosure.,000000467131.jpg
467131,223074,Two adult giraffes and a baby giraffe standing in the shade under trees near a wall.,000000467131.jpg
467131,228933,A baby giraffe with two bigger giraffes in a zoo.,000000467131.jpg
467131,199449,Two adult giraffes and a giraffe calf in front of a rock wall.,000000467131.jpg
467131,206478,A tall giraffe standing next to a baby giraffe.,000000467131.jpg
467135,223734,a person eating pizza while she is driving,000000467135.jpg
467135,203988,A person driving while eating a slice of pizza.,000000467135.jpg
467135,214335,A driver eating a piece of pizza on the freeway,000000467135.jpg
467135,218502,Person driving down a road eating a slice of pizza.,000000467135.jpg
467135,216243,A person is eating a slice of pizza while driving.,000000467135.jpg
467137,62205,A street sign attached to a metal pole in a patch of grass.,000000467137.jpg
467137,58215,A red stop sign next to a dirt road and a field.,000000467137.jpg
467137,63900,a red and white stop sign and a few other signs,000000467137.jpg
467137,64113,A pole contains a large red and white x and a stop sign,000000467137.jpg
467137,63951,A post with a railroad crossing sign on it.,000000467137.jpg
467138,99354,A woman is holding a tennis racquet on the tennis court,000000467138.jpg
467138,114864,A woman in red sneakers is playing tennis.,000000467138.jpg
467138,110112,A woman holding a tennis racket at a game.,000000467138.jpg
467138,113928,A woman wearing pink athletic shoes gets ready to swing her tennis racket.,000000467138.jpg
467138,103707,A woman is preparing for the ball in tennis.,000000467138.jpg
467142,316501,"Several planes fly through the sky, close together",000000467142.jpg
467142,316300,Several airplanes flying in formation against a blue sky.,000000467142.jpg
467142,315775,A formation of airplanes flying in a gray sky.,000000467142.jpg
467142,313429,seven airplanes all decorated the same flying in unison ,000000467142.jpg
467142,316525,Seven military planes flying together while high in the sky.,000000467142.jpg
467145,640552,A group of people sitting down for dinner at a restaurant.,000000467145.jpg
467145,640489,Five people are having dinner around the table.,000000467145.jpg
467145,635851,People sitting around a table with plates on it ,000000467145.jpg
467145,627994,A group of people sitting at a table together having a meal.,000000467145.jpg
467145,633214,A group of women enjoying a meal in a restaurant.,000000467145.jpg
467146,10080,Pancakes are cooking in a skillet on the stove.,000000467146.jpg
467146,9981,Some one is cooking and flipping pancakes on a stove,000000467146.jpg
467146,821085,A person frying some pancakes in a pan on a stove top.,000000467146.jpg
467146,12966,Before and after photos of a man making pancakes,000000467146.jpg
467146,11304,A side by side picture of pancakes being cooked.,000000467146.jpg
467154,735852,The sunset over the ocean is a bright ball of fire.,000000467154.jpg
467154,721044,A small plane flying over a setting sun.,000000467154.jpg
467154,730809,a small air plane in the sky over a body of water ,000000467154.jpg
467154,728517,"The sun is very close to the horizon, which is water.",000000467154.jpg
467154,737430,a plane flying in front of a setting sun,000000467154.jpg
467157,196574,Three cats laying on a bed with sheets half removed.,000000467157.jpg
467157,184310,Three cats lie on a bed with the comforter pulled back to reveal no sheets.,000000467157.jpg
467157,202769,Tired cats snooze on an un covered mattress ,000000467157.jpg
467157,206294,Three cats that are sleeping on a bed.,000000467157.jpg
467157,146339,A group of cats sleeping on top of a white mattress.,000000467157.jpg
467172,207158,Two cats interacting on a wooden floor near a trash can.,000000467172.jpg
467172,206717,Two cats are walking on wood near a trash can.,000000467172.jpg
467172,195836,Two cats are standing near a full trash can,000000467172.jpg
467172,181397,Two cats standing next to a trash can full of tras.,000000467172.jpg
467172,192323,Two black and brown cats waling on the floor.,000000467172.jpg
467177,433392,A room that has a desk cluttered with various objects.,000000467177.jpg
467177,434331,A cluttered table in a small room filled with assorted items.,000000467177.jpg
467177,437214,An office with a desk piled with lab equipment and a leather chair with wheels beside it. ,000000467177.jpg
467177,435048,A chair at a desk in a room.,000000467177.jpg
467177,435504,A black chair sitting next to a desk on top of a hard wood floor.,000000467177.jpg
467180,297634,A public stall showing a squat toilet and flush button.,000000467180.jpg
467180,296797,A tile floor in a bathroom with a urial. ,000000467180.jpg
467180,825489,A picture of a public restroom with tiles.,000000467180.jpg
467180,297238,What appears to be a urinal installed into the bathroom floor.,000000467180.jpg
467180,302263,A toilet bowl in a public bathroom stall.,000000467180.jpg
467193,627594,A man has his back turned to the other players on the field. ,000000467193.jpg
467193,626262,A group of baseball players standing in the grass.,000000467193.jpg
467193,626904,Baseball practice is as important as an actual game.,000000467193.jpg
467193,627567,Four baseball players where sweatshirts in the outfield.,000000467193.jpg
467193,623235,A couple of baseball players in the middle of the field.,000000467193.jpg
467198,5596,Two green animal food bowls sitting on a tile floor in a room being refinished,000000467198.jpg
467198,6052,A small bathroom with a dirty tile floor.,000000467198.jpg
467198,2872,A dirty and gross public restroom that needs to be cleaned.,000000467198.jpg
467198,2941,A broken down room that appears to be under construction.,000000467198.jpg
467198,3799,A slightly dirty room that has green items on the floor,000000467198.jpg
467204,275901,A teddy bear lying on some dry twigs and leaves,000000467204.jpg
467204,276366,"A cute teddy bear laying on a pile of twigs,",000000467204.jpg
467204,262203,A stuffed bear laying on the ground by a fence.,000000467204.jpg
467204,262017,A teddy bear laying on a pile of garbage.,000000467204.jpg
467204,260064,A teddy bear lying among leaves and twigs.,000000467204.jpg
467223,285056,A man on a snowboard passing a tree,000000467223.jpg
467223,280790,a man is snow boarding past a snow covered tree,000000467223.jpg
467223,272321,A man snowboarding on a slope near a snow covered tree.,000000467223.jpg
467223,276470,A male snow boarder going down a very steep snowy hill.,000000467223.jpg
467223,280502,Man snowboarding fast down a snowy mountain ,000000467223.jpg
467245,823327,Two men on a beach flying a kite.,000000467245.jpg
467245,740522,People are standing on the beach flying kites.,000000467245.jpg
467245,743258,Two men fishing in the ocean while standing on a beach .,000000467245.jpg
467245,741506,A couple of people fishing next to crystal blue water.,000000467245.jpg
467245,740840,a person getting ready to go parasailing above some blue water,000000467245.jpg
467250,490215,An older man drinking white wine from a glass.,000000467250.jpg
467250,492771,A man in a suit smelling a glass of wine before tasting it. ,000000467250.jpg
467250,493959,a man sticking his nose inside a wine glass,000000467250.jpg
467250,492033,A man smelling a glass of wine to test its flavor.,000000467250.jpg
467250,493371,a man placing his nose in  a wine glass,000000467250.jpg
467262,821810,A neon green atm machine next to a coke refrigerator.,000000467262.jpg
467262,2000,A neon green atm machine is next to a soda machine.,000000467262.jpg
467262,2603,A neon ATM machine located beside a soda machine.,000000467262.jpg
467262,3491,A glowing bright green ATM machine placed next to soft drink container.,000000467262.jpg
467262,737,The ATM Machine is near the soda machine.,000000467262.jpg
467265,628484,Children in uniforms flying kites in front of a school.,000000467265.jpg
467265,621632,Many children play with kites in a street,000000467265.jpg
467265,621035,A group of young people standing in the middle of a street.,000000467265.jpg
467265,625715,Children are playing ball in the street in front of a school.,000000467265.jpg
467265,625415,These children are flying their kites in the street.,000000467265.jpg
467314,474171,A basic kitchen with wooden cabinets and a bowl of fruit. ,000000467314.jpg
467314,481224,a kitchen that is empty with just a sink and some wine bottles.,000000467314.jpg
467314,481914,A kitchen that has a wooden cabinets with a wine holder.,000000467314.jpg
467314,475395,An odd looking kitchen with awful tiles is shown.,000000467314.jpg
467314,475635,A kitchen that has wooden cabinets with a sink. ,000000467314.jpg
467397,321375,A group of doughnuts and pretzel crafted from fabric.,000000467397.jpg
467397,330075,Several different types of doughnuts on a plate.,000000467397.jpg
467397,332427,hand made decorations made to look like donuts and a pretzel,000000467397.jpg
467397,331140,Some sweet pastries on a well-decorated plate on a table.,000000467397.jpg
467397,331569,A white plate topped with donuts and a pretzel.,000000467397.jpg
467447,514521,The kitchen is clean enough for us to use. ,000000467447.jpg
467447,521820,A small kitchen with 1950's appliances and a modern microwave oven.,000000467447.jpg
467447,400086,"A crowded kitchen with a refrigerator, sink, and microwave.",000000467447.jpg
467447,515301,"A small, old kitchen with white appliances stacked ceiling high",000000467447.jpg
467447,516489,a kitchen with a stove sink refrigerator and a microwave ,000000467447.jpg
469082,493668,A bear stands up in a pit being overlooked by people. ,000000469082.jpg
469082,492957,A bear stands alone in a cement enclosure while people look down upon it.,000000469082.jpg
469082,495720,A bear is standing upright as people gather to watch him.,000000469082.jpg
469082,488382,A black bear standing inside of an enclosure at a zoo.,000000469082.jpg
469082,491295,A bear standing in an exhibit while people look down.,000000469082.jpg
469085,586729,Some people are standing on the grass with beanies.,000000469085.jpg
469085,587503,The four people are posing for the picture. ,000000469085.jpg
469085,594274,Four teenagers in a field posing for a picture.,000000469085.jpg
469085,591193,a bunch of young adults stand in a field in front of trees and a mountain,000000469085.jpg
469085,583840,A man standing next to other people on top of a field.,000000469085.jpg
469181,350614,A captive white polar bear walks in the rain at the zoo. ,000000469181.jpg
469181,351694,A polar bear in an enclosure when it's raining.,000000469181.jpg
469181,354322,A white polar bear standing next to a stone wall and a pond.,000000469181.jpg
469181,355510,A polar bear standing on vast land with few trees.,000000469181.jpg
469181,352657,A polar bear in a zoo pen looking at the water.,000000469181.jpg
471097,430623,White four door automobile parked on the street by a meter.,000000471097.jpg
471097,432396,A car is parked next to a meter.,000000471097.jpg
471097,431958,White car parked at curb with parking meter in city setting.,000000471097.jpg
471097,427779,A white car parked next to a parking meter in front of a parking garage. ,000000471097.jpg
471097,431463,A white car parked at a meter on a curb side.,000000471097.jpg
473849,197424,A white tiled bathroom with black counter top.,000000473849.jpg
473849,212364,The bathroom has white tile walls and a large mirror.,000000473849.jpg
473849,217467,A white sink under a bathroom mirror on a bathroom counter.,000000473849.jpg
473849,202083,A bathroom with white walls and a small shower.,000000473849.jpg
473849,211041,"A bathroom with a sink, towels, and a shower.",000000473849.jpg
474732,229615,A bathroom painted red with a sink and wall light.,000000474732.jpg
474732,203002,a bathroom with a sink a mirror and a lampo,000000474732.jpg
474732,204580,"A bathroom with a sink, mirror and towel rack.",000000474732.jpg
474732,223867,"a bathroom with red walls , a sink , and a table.",000000474732.jpg
474732,206917,A white sink under a mirror and red walls.,000000474732.jpg
475142,576440,a bunch of doughnuts are stacked up on a table,000000475142.jpg
475142,560090,A bunch of doughnuts that are sitting on a plate.,000000475142.jpg
475142,568676,A white table that has a plate of donuts stacked up on the table and a box of donuts behind it.,000000475142.jpg
475142,571613,A plate with donuts stacked on it on a table ,000000475142.jpg
475142,570917,A pile of different flavored donuts on a white plate.,000000475142.jpg
475146,125625,a man eating food at an airport terminal,000000475146.jpg
475146,99969,A MAN IS SMILING AND ABOUT TO EAT FOOD,000000475146.jpg
475146,115737,A guy sits with his sandwich and drink. ,000000475146.jpg
475146,127605,A man sitting down holding a cup with food on a tray in front of him,000000475146.jpg
475146,106455,A man holding a tray of food and a drink.,000000475146.jpg
475158,741019,A man in a jacket holding a snowboard.,000000475158.jpg
475158,734116,A young man bundled up in a rain jacket and gloves grimaces and holds a snowboard. ,000000475158.jpg
475158,826036,"A man with a group of people behind him, posing with a snowboard in front of a building.",000000475158.jpg
475158,827958,This is a snowboarder holding his board and frowning at the camera.,000000475158.jpg
475158,827350,A man holding a ski board with people walking behind him near a building.,000000475158.jpg
475159,776674,A man is carrying a surfboard over still waters.,000000475159.jpg
475159,770431,A man in a wet suit carrying a white surfboard in the water.,000000475159.jpg
475159,772501,Surfer and a black white suit holding a white surfboard under his arms. ,000000475159.jpg
475159,764098,A man walking in the ocean carrying a surfboard,000000475159.jpg
475159,766663,Man emerging from water with surf board in ocean.,000000475159.jpg
